,Price,Airline,flyTo,cityTo,fare_family,fare_classes,cityFrom,local_departure,local_arrival,distance,bags_price,flight_no
4504,69,['DL'],LGA,New York,,,Chicago,2019-07-09T14:40:00.000Z,2019-07-09T18:08:00.000Z,1178.35,25,1214
4505,69,['DL'],LGA,New York,,,Chicago,2019-07-09T12:40:00.000Z,2019-07-09T16:09:00.000Z,1178.35,25,326
4506,69,['DL'],LGA,New York,,,Chicago,2019-07-09T15:40:00.000Z,2019-07-09T19:10:00.000Z,1178.35,25,2775
4507,69,['DL'],LGA,New York,,,Chicago,2019-07-09T10:40:00.000Z,2019-07-09T14:10:00.000Z,1178.35,25,379
4508,69,['DL'],LGA,New York,,,Chicago,2019-07-09T13:40:00.000Z,2019-07-09T17:11:00.000Z,1178.35,25,1489
4509,69,['DL'],LGA,New York,,,Chicago,2019-07-09T11:40:00.000Z,2019-07-09T15:12:00.000Z,1178.35,25,2221
4510,69,['DL'],LGA,New York,,,Chicago,2019-07-09T08:40:00.000Z,2019-07-09T12:13:00.000Z,1178.35,25,315
4511,69,['DL'],LGA,New York,,,Chicago,2019-07-09T06:40:00.000Z,2019-07-09T10:15:00.000Z,1178.35,25,313
4512,70,['UA'],LGA,New York,,,Chicago,2019-07-09T09:00:00.000Z,2019-07-09T12:03:00.000Z,1178.35,22,910
4513,70,['UA'],LGA,New York,,,Chicago,2019-07-09T10:00:00.000Z,2019-07-09T13:07:00.000Z,1178.35,22,1499
4514,70,['UA'],LGA,New York,,,Chicago,2019-07-09T14:00:00.000Z,2019-07-09T17:09:00.000Z,1178.35,22,509
4515,70,['UA'],LGA,New York,,,Chicago,2019-07-09T15:00:00.000Z,2019-07-09T18:11:00.000Z,1178.35,22,1642
4516,70,['UA'],LGA,New York,,,Chicago,2019-07-09T16:00:00.000Z,2019-07-09T19:13:00.000Z,1178.35,22,639
4517,70,['UA'],LGA,New York,,,Chicago,2019-07-09T17:00:00.000Z,2019-07-09T20:16:00.000Z,1178.35,22,263
